用户名称,评论时间,评论内容
鬼雄1905,2月5日 08:46,如果你能天天陪她聊，她愿意和你聊有戏，反之爱答不理早点换
Lydia_1VZp,2月5日 08:39,总想把他找回来，但我觉得他不会回来了
来桶麦当劳,2月5日 08:32,你会喜欢上每天叫你起床的闹钟吗
LIShFenG,2月5日 05:45,你推开了我 又想当谁的深情种
LIShFenG,2月5日 05:44,我们说说话吧 就像刚认识那样
LIShFenG,2月5日 05:43,会突然愧疚吗 在你爱别人的时候
LIShFenG,2月5日 05:41,和你见面的时候 我总是看着你笑 你问我怎么了 其实那时候我真的好爱你
LIShFenG,2月5日 05:32,苦尽甘来 苦不会尽 你也不会来
南宋辛弃疾S,2月5日 04:01,如果要选不如放下
南宋辛弃疾S,2月5日 04:01,原来他真的不喜欢你了他怎么会没有20块钱的打车费呢人家就是不想见你怎么还不明白
南宋辛弃疾S,2月5日 03:37,忘了放过自己
香菜毁灭吧,2月5日 03:20,选择是什么呢
很不凑巧错过了呀,2月5日 02:59,小鬼 你真的很难忘
让你为难,2月5日 02:34,“时间会验证我多爱你呀 就这样静静地陪着你长大”我的两年三年 我怎会不难过呢 你是我青春里最重要的那部分啊 真想跟你坐下来 好好聊一下我们的未来呢
Xovz_Aug23,2月5日 02:31,安 你看啊已经七百零一天了，我还是没法释怀呀，我始终不愿意相信这个结局，为了一个人一直一个人，说的就是我呀，和你分手后我再也没有处过对象，你懂我吗，我只希望你能回头看我一眼，从等你的消息变成等你的访客记录，这几天你都在进我的空间，我空间的文案真的暗示的不够明显吗，，安，我真的没法
LyyFei1,2月5日 02:02,到最后坏人撇在我身上 她当了个老好人
fxfx_12,2月5日 01:31,暖了一杯茶 一直在等她
逃不出山楂岛,2月5日 01:15,是我亲手抓住了你的阴影，从此你的世界就只剩下光了。
我的z张,2月5日 00:35,好好在一起
爆炒王淑琴,2月5日 00:32,琴 留在我身边吧我不想也不能失去你了
-不要网易云,2月4日 23:32,爱好难. 入了心的人 不见都在思念
-不要网易云,2月4日 23:32,那你快来保护我
雨雨哄,2月4日 23:12,确实
雨雨哄,2月4日 23:11,有
1-想吃麻辣烫,2月4日 23:00,心里真的有我嘛
暖热甜,2月4日 22:51,毕生所爱
陈思怡0109,2月4日 22:37,你说 这唱的像不像张万森和林北星
跟未来道别,2月4日 22:22,向前迈进，成为连自己也会爱上的人
还不困m,2月4日 22:07,如果想要的爱太难得到 那这次就一个人走
见t如见T,2月4日 22:04,99
芸是遗憾啊,2月4日 21:01,时间会验证我多爱你啊
乖噢要早点睡觉,2月4日 20:40,有
大路难走29K7L,2月4日 20:11,有时候 我也不知道我在闹什么 我也知道这样做会把你推的更远 可我的本意只是想让你知道我需要你 但是说多了怕你烦 说少了怕你不明白 我的话卡在喉咙里 进退两难
凌凌没有糖吃,2月4日 19:14,不合适呢就是穷，没感觉呢就是丑，一见钟情就是好看，成熟稳重就是有钱，做人通透一点
酷野大叔d,2月4日 19:08,有可能哦 所以说喜欢就要主动一点哇
7-kiz,2月4日 18:34,斐 向前走 做自己
夏小甲,2月4日 18:10,或许是因为太乖的女生爱的太满
小瑞zZ,2月4日 17:59,你亲手毁掉我所期待的未来时 你就应该知道 清醒的堕落是我往后生活的常态 你比谁都更没资格来指责我.
Crush-Feeling,2月4日 17:21,恭喜
Crush-Feeling,2月4日 17:20,加油加油
wzb752199,2月4日 16:25,够1000了么
云村村民164378769452130,2月4日 15:33,嗯呐
JorlhoongYenmNo30Team,2月4日 15:20,谢谢你愿意陪我长大 现在该换我陪你长大了💙
Y_1H15J,2月4日 15:02,不是你手段高明 是我心甘情愿被你骗
神奇少女Mandy,2月4日 14:22,很喜欢这个调调，但是听到这个声音还是会想起人间四月天还是会想起19年那个冬天
是郝小姐呢,2月4日 14:13,做自己，唯一的自己，无论是缺点还是优点，都是你最独特的标签
Shily_o,2月4日 14:02,这城市风总是很大，孤独的人总是晚回家？？？
lll媛-,2月4日 13:40,希望以后能考上高中 家人身体健康 平平安安 自己一切顺利！！！
江東FiK-,2月4日 12:42,朋友都劝我和在一起两年的人分手 他对我真的不好 可是我真的太喜欢他了 我忘不掉他 我不知道我该怎么办 这份爱太重了 我快要爱不起了 我太累了 我的脑子让我不要再爱 可是心不愿意听 心里真的好爱他好爱他
江東FiK-,2月4日 12:40,一个男孩子喜欢了我四年 一个男孩子和我在一起两年 喜欢我四年的那个人 不管我做什么他都只要我开心 和我在一起两年的人 他总是让我掉眼泪、
-雨莫,2月4日 11:50,每次听这个都有特别的感受
她不在了_lsdn,2月4日 11:49,明年就要高考了，可是我的成绩并不怎么样，我想要最后一年努力一年
她不在了_lsdn,2月4日 11:49,听一千遍就彻底忘了你
她不在了_lsdn,2月4日 11:44,恭喜恭喜
她不在了_lsdn,2月4日 11:37,时间会验证我多爱你呀 就这样静静地陪着你长大 我的温柔是你的专属啊
Tomato_Liu,2月4日 11:37,你不是后来者，但是你也没勇气表白啊，评论这么多人说她，你也没解释清楚你们没有在一起过啊，真怂
倪佳1,2月4日 10:43,对不起
呆呆睿_,2月4日 10:31,我只能说 别留遗憾
宇king_vc,2月4日 09:58,我要不要回去找她
娇甜甜呀,2月4日 07:51,时间会认证我多爱你啊
呆呆睿_,2月4日 03:43,听到500遍就忘记了
山田优_2002,2月4日 02:31,王庆坤说要娶我 如果真的娶到了我就告诉你们！
秋临暮夕,2月4日 02:02,真可惜，当初只是很潦草的暗恋过你
Yikme-_LSY8,2月4日 01:53,我心里的风声 从未有人听说
-晚安Sakura,2月4日 01:37,时间会验证我多爱你啊
闫胜南,2月4日 01:11,既然他都会让你这么说了，不管你想不想找他，事实证明你的心不想。
懈怠月光--,2月4日 01:07,我也是
你是什么小裤衩,2月4日 00:40,没法和解了 早结束那771天了 祝你平安 孟祥旭
告别sy,2月4日 00:37,到底该怎么选择呢
你是什么小裤衩,2月4日 00:36,谁又能责怪谁呢 都是说话不算话的人
你是什么小裤衩,2月4日 00:36,他对我说了无数句狠话 我忍不住回想他也是曾经闪着泪光想让我跟他在一起啊.
茜茜醒了,2月4日 00:22,怎样都行 反正我的心越来越平静
Guardian521,2月4日 00:12,有点好听
络绎在心,2月3日 23:56,好暖啊
叫你十二吧,2月3日 23:56,坚持
世人眼中一场,2月3日 23:41,大年初一分的手，刚刚你换头像了，把情头换下来了，我还天真的以为你能回来呢，哈哈哈，天黑了要记得回家，我不在身边了自己好好的
Stay炳,2月3日 23:15,时间会验证我多爱你呀，真的能验证吗？
今晚老地方见_,2月3日 23:13,一定要幸福o
今晚老地方见_,2月3日 23:12,我在河南省祝mzh新年快乐
卿无r,2月3日 23:04,舍不得舍不得舍不得
下次我先说晚安,2月3日 22:35,不需要赌，当你有这种想法时，就说明他在你心里已经没有那么重要了，放过他吧
抬头看星星_k5eV,2月3日 22:20,时间会验证我多爱你呀。
冬天的秘密-r,2月3日 22:14,时间不会说话 但时间一直在告诉你 你想要的答案.
23號仔_,2月3日 19:37,我要娶到林婉儿！！！！！不想再错过第二次了 如果事事如意我给大家发喜糖~[多多耍酷]
二十九ydk,2月3日 19:34,1314了
今天也喜欢小熊吗,2月3日 19:21,有的~
顾风野,2月3日 19:05,会陪小董很久，我说的
Serendipity_0529,2月3日 18:59,时隔两年，已物是人非。
宋a媛,2月3日 18:32,好的呢知道啦
嗯嗯嗯嗯嗯嗯嗯嗯x,2月3日 18:01,坚强点……
嗯嗯嗯嗯嗯嗯嗯嗯x,2月3日 18:00,插个眼(｡ì _ í｡)
嗯嗯嗯嗯嗯嗯嗯嗯x,2月3日 17:59,有情人终成眷属
倪佳1,2月3日 17:45,频繁聊天会产生想在一起的错觉，这不是爱，我们经常分不清到底是暧昧上头还是新鲜感，可以想，但是不要做，我经历过的，不想让你们再经历一遍
y先生-----0,2月3日 17:32,告诉你一个小秘密，用两个手指往屏幕中间同时滑屏幕，就可以抱抱我哦，不信你试试！ 抱了要留下消息哟，我要抱回
紫芸好了,2月3日 17:12,像茶一样温暖的一首歌。
adddily_mini,2月3日 16:39,真的很好代啊 谁懂🥺(发点5114疯🥰
取个名真tmd难,2月3日 16:39,2022了兄弟 你娶到了吗？
秋无际Q,2月3日 16:24,沾沾喜
该怎么去思念,2月3日 16:16,自从那天你对我说了像冰刃划在心上的疼痛的话 我就发誓再也不要为你掉眼泪了
09年生于冬,2月3日 15:55,有人释怀 有人在风中爱了又爱
Keplerrr要睡了,2月3日 15:22,让时间证明 in Paris
HbiNgY-,2月3日 14:39,好久不见
旭写下诀别诗,2月3日 14:27,让我如愿以偿吧.
云村村民164378769452130,2月3日 14:11,多谢，会努力完成自己最后一年的兵役
小虎666666666666666,2月3日 13:26,希望小婧会回到我身边
lacertaaa,2月3日 13:23,谢谢你哦
一个黄桃_L509,2月3日 13:22,那晚喝了好多酒 可惜酒量见涨 喝到散场了也没有勇气再给你发一条消息
一起去札幌吧_-,2月3日 13:20,你也没说什么期限啊[多多捂脸]
死之前再看一次海,2月3日 12:32,时间会验证我多爱你呀
不够成熟_jej1,2月3日 12:08,有
-今天饿了没,2月3日 11:50,恭喜恭喜！
皮丘没有卡,2月3日 11:24,不要重蹈覆辙了吧，有隔阂就回不去了
江中逐月,2月3日 10:59,一起加油 每个人都可以在自己的世界闪闪发光
云村村民164378769452130,2月3日 10:52,谢谢，希望你也能从平凡的人生中脱颖而出
归尘唯舟,2月3日 09:50,死撑这痛苦，还要期待幸福，也许人生只剩孤独吧！，挺想在累的时候，有个人为我暖杯茶……
慧lHl慧,2月3日 09:39,学通七十二变，苦渡八十一难
浪漫的慧儿,2月3日 08:03,差不多
噓不要説话11,2月3日 07:57,你高喊无爱者自由 一个人也挺好 但你每次看别人被爱的时候眼睛里的羡慕都快要溢出来了.
七穗o,2月3日 07:55,2022年2月22日今年我要娶她，兄弟们顶我上去☄️
橘子海-岸,2月3日 06:02,希望会好起来
高高高高喔,2月3日 04:34,我对象回族 我汉族 我爸妈也了解喜欢知道我对象 但她父亲不知道我 所以过好现在 以后的以后再说
嫁给我的杰,2月3日 02:54,2021年9月19日我们相恋的日子 2022年如若我还在一起就订婚
半夜出门烤地瓜,2月3日 02:12,其实很早就想放弃你，他们说放弃很容易，但是坚持一定很酷，但是，放弃也是很难的，哪怕不放弃也一直没意义
放荡不羁的体育生,2月3日 02:04,恭喜恭喜
adxdx,2月3日 01:47,三年了 希望你过上了你喜欢的人生 我也会平凡的过我的一生
小王爱睡觉x_x,2月3日 01:14,半夜了我还在生气，他却呼呼的大睡
-陌味,2月3日 01:01,真好啊
MEI-TieT,2月3日 00:29,那我想和他共享这份惊喜♡TRM.
Ash-Aurora,2月3日 00:29,恭喜
吕仙本仙,2月3日 00:24,你没他勇敢
拥有过你的夏天丶,2月3日 00:03,相识已是上上签，我又敢奢求什么
王慧娟现在就嫁给我吧,2月2日 23:22,娶你回家
Sun双喜_,2月2日 23:21,今天我想在这首歌下留下一句话
A茶泡饭,2月2日 23:20,我此生必娶张子涵，娶到了必发红包
18_年夏天,2月2日 23:11,陪了我好几年的歌
波风小九,2月2日 22:57,22年了成功了吗
3hree_1,2月2日 22:55,次次听 次次哭
再遇见1_UiVu,2月2日 22:55,我要娶贾静静 娶回来第一时间告诉大家 喜糖人人有份。我陪伴了她3年 高一开学认识 军训一眼就看上了她 现在高三了马上面临高考 不知道我们未来会是什么样 我也许会去参军 她说她会等我回来 2022年了都 新的一年 我现在唯一的愿望就是她每天都开开心心的
shimle-,2月2日 22:40,你好像从来都不好奇我是怎样的人 我半夜不睡觉的时候在干嘛 我发的朋友圈是什么意思
不想早起_RceK,2月2日 22:40,要把爱情掌握在自己手里哦 妹妹
谢璇初,2月2日 22:18,可是以前听的歌 还会有以前的味道 可人变了
嗯嗯嗯嗯嗯嗯嗯嗯x,2月2日 22:12,时间会验证我多爱你呀
_RainbowZ_,2月2日 22:05,帅帅的歌太暖啦！！！
鸭鸭壳yp,2月2日 21:40,我也是回族汉族
吃的好睡得香哦,2月2日 21:27,会
神也佑我航,2月2日 21:26,喜欢一个人是什么感觉
终于初夏蝉鸣,2月2日 21:07,忘不掉
别怀抱失望,2月2日 20:58,这首歌是我们公布的歌 一直在听 分手了 很难受 歌也一直在听 还是放不下
雾浪海报,2月2日 20:44,时间会验证我多爱你呀
江中逐月,2月2日 20:34,苦尽甘来！
云村村民164378769452130,2月2日 19:57,只能熬，熬出头了，就是出头，没有出头就继续熬，服役太累了其实
慢慢夜场我陪你,2月2日 19:44,都2022了还有人忘不了喜欢了那么久去得不到的人吗？没错就是我自己
ChenJingJie丶,2月2日 19:32,当你思考这问题的时候就说明可能两个都不是特别喜欢，那也没必要在一起了。
庸人oao,2月2日 19:25,暖一杯茶 不如直接和热的
云村村民_ztj,2月2日 19:01,哈哈哈哈哈
小雨鱿鱼,2月2日 18:25,这首歌听再多遍都会觉得感伤，那个推荐给我听这首歌，说这首歌除了他不是很会唱就打99分的那个人，希望你一切都好，遇到互相喜欢的那个人，双向奔赴。祝，你我都好！
江中逐月,2月2日 18:21,加油
我是远航吖,2月2日 18:09,逆行全责。
万幸得以相识她-,2月2日 17:30,为了她偷偷的学会了吉他，想把她最喜欢的情话弹给她
秀贰,2月2日 17:28,谢谢
秀贰,2月2日 17:28,w^_^^_^
Active_____,2月2日 17:26,时间会验证我多爱你呀
秀贰,2月2日 17:25,^_^
第一次喜欢的小张,2月2日 17:23,“新年快乐 平安喜樂 萬事勝意 祝你 祝我 祝我們”
小七_wZok,2月2日 17:20,真心太难了
-白茶清欢-xy,2月2日 16:59,不想你这么卑微，我把它变成单数吧
一个人挺好tl,2月2日 16:05,我找到了她了
午夜失眠美女,2月2日 16:00,大家的本心都不够坚定 风言风语能够逆转的事情真的太多了.
蓝色黎明与戏言,2月2日 14:42,考古队祝你幸福☺️
YwaitM_,2月2日 13:19,和我的意难平和解了
也曾被期待_love,2月2日 13:11,希望5年以后 我可以娶到我最爱的那个女孩
无歌头2108,2月2日 13:10,她不身边就翻这歌来听
无歌头2108,2月2日 13:04,对
无歌头2108,2月2日 13:02,总的要一个吧，
无歌头2108,2月2日 13:01,先问那个高中女孩，看她怎么说，如果拒绝了就要那个大学的。
棱镜即是浪漫,2月2日 12:01,一定要慎重考虑 这只是一些我的观点（不喜勿喷）谢谢
棱镜即是浪漫,2月2日 11:59,我是东乡族 也经历过一段 如果可以的话最好还是找同族的吧，你也应该知道我们的信仰 要顾及的东西太多了 第一就是父母不支持（我不知道你父母怎么样） 还有就是这事儿说出去 父母可能在村里抬不起头 （同族）亲戚朋友都会远离你 还有一些饮食 习俗的都不一样 或者说你要放弃一些东西 慎重考虑
